proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.0005720676,0.0008936559,0.0,0.25,-0.621499,-0.52719593,0.531477,-1.6137705,0.38735294,0.27272728,0.8913042,0.16883116883116886,0.36956521739130416,4.702165,13.078446,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.0006289208,0.0005601643,0.0,0.25,0.16368802,0.27537823,0.38226253,-0.49721432,0.71313477,0.19480518,0.10869564,0.12987012987012989,0.10869565217391303,3.3198779,2.1354072,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.000853278,0.0006904374,0.0,0.25,0.28693438,0.4054575,0.4204612,-0.7450123,0.7669897,0.23376623,0.09782609,0.05194805194805195,0.021739130434782608,6.056978,1.1920615,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.00043877782,0.0006057729,0.0,0.25,-0.468577,-0.5376148,0.250269,-0.75336933,0.112636566,0.077922076,0.1521739,0.05194805194805195,0.11956521739130432,1.1093768,2.9537346,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.00067671476,0.00050618517,0.0,0.25,0.41405502,0.43552208,0.27247533,-0.2485733,0.8815689,0.15584414,0.054347828,0.07792207792207793,0.03260869565217391,2.9503255,0.64196527,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.0006330497,0.0005461254,0.0,0.25,0.20366605,0.3237667,0.41278008,-0.39400196,0.81966877,0.4935065,0.1847826,0.03896103896103896,0.06521739130434782,4.2758727,1.0655258,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.0005932119,0.00040128408,0.0,0.25,0.57129073,0.48327303,0.29040816,0.17806149,1.2609549,0.18181817,0.06521739,0.12987012987012989,0.06521739130434782,3.7625377,0.7630595,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.000499819,0.000602565,0.0,0.25,-0.2798849,-0.4019804,0.35132107,-0.7011919,0.46510696,0.18181819,0.24999999,0.15584415584415587,0.1739130434782608,2.7279246,4.6071343,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.0009972716,0.00088216783,0.0,0.25,0.16362023,0.25970125,0.5271036,-0.6677685,1.0194616,4.1818185,5.217391,0.3376623376623377,0.42391304347826064,38.55063,46.416782,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.0004718838,0.0008514915,0.0,0.25,-0.86693996,-0.892251,0.47669,-1.7736588,-0.095220566,0.27272728,1.25,0.18181818181818185,0.45652173913043453,3.3964121,19.083143,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.0007636558,0.0008446141,0.0,0.25,-0.16274953,-0.19728088,0.5536801,-1.1568403,0.7269058,0.25974026,0.38043478,0.11688311688311691,0.10869565217391303,3.9871612,4.298355,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.0007830684,0.0005029782,0.0,0.25,0.63578916,0.59133196,0.30001256,0.15041733,1.1288929,0.5974027,0.26086956,0.23376623376623382,0.13043478260869562,7.3799725,2.659985,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.00036803234,0.00056042697,0.0,0.25,-0.60949486,-0.6695609,0.34960562,-1.386425,-0.009575844,0.038961038,0.1847826,0.03896103896103896,0.15217391304347822,0.47810835,2.8118303,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.00047959076,0.00044665826,0.0,0.25,0.10961286,0.18505764,0.45840728,-0.63844967,0.7630043,0.20779221,0.17391303,0.12987012987012989,0.11956521739130432,2.4543476,2.7249758,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.00042513575,0.00038257823,0.0,0.25,0.1837446,0.25070238,0.50097746,-0.5765705,1.1248627,0.20779221,0.13043478,0.10389610389610392,0.09782608695652173,2.5711818,1.8057674,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.0007287525,0.0009863398,0.0,0.25,-0.44221863,-0.37705564,0.345721,-0.97657585,0.15187454,0.051948052,7.173913,0.05194805194805195,0.010869565217391304,1.4927356,12.087469,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.00038996074,0.0003403702,0.0,0.25,0.20545037,0.31455517,0.46218792,-0.5753107,0.8208742,0.1948052,0.26086956,0.15584415584415587,0.13043478260869562,2.587418,1.9207606,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.0005714628,0.00042402415,0.0,0.25,0.4368278,0.3896308,0.38508153,-0.32781887,1.06285,0.44155845,0.13043478,0.23376623376623382,0.09782608695652173,4.0123124,1.5037587,False,IL-6 vs IFN-beta,IL-6,IFN-beta
0.8333333333333334,0.16666666666666663,1.6094378644341025,0.00047682403,0.0006478669,0.0,0.25,-0.45479193,-0.40949297,0.24601358,-0.9293213,-0.08001709,0.16883115,0.3913043,0.14285714285714288,0.2391304347826086,2.4271133,5.952051,False,IL-6 vs IFN-beta,IL-6,IFN-beta
